color
ZL1-fruit-1 green
ZL1-fruit-2 green
ZL1-fruit-3 green
ZL1-fruit-4 green
ZL1-fruit-5 green
ZL1-fruit-6 green
ZL1-fruit-7 green
ZL1-fruit-8 green
ZL1-fruit-9 green
32-fruit    green
16-fruitA-1 green
17-fruit    green
ZL1-flower-1    blue
ZL1-flower-2    blue
33-flowerA-1    blue
32-flower   blue
16-flower   blue
17-flower   blue
