,0
0,0.037037037037
1,0.037037037037
2,0.037037037037
3,0.037037037037
4,0.037037037037
5,0.037037037037
6,0.037037037037
7,0.037037037037
8,0.037037037037
9,0.037037037037
10,0.037037037037
11,0.037037037037
12,0.037037037037
13,0.037037037037
14,0.037037037037
15,0.037037037037
16,0.037037037037
17,0.037037037037
18,0.197530864198
19,0.358024691358
20,-0.203703703704
21,0.83950617284
22,1.16049382716
23,1.16049382716
24,1.32098765432
25,0.277777777778
26,0.037037037037
